seed,cond,metric,value
3,S5_adaptive,rmse_score_normals,0.1665216263700648
3,S5_adaptive,wall_s,55.31411051750183
4,S0_none,auroc_teacher_boundary,0.982606
4,S0_none,auroc_student_boundary,0.935324
4,S0_none,rmse_score_boundary,0.2254707015909681
4,S0_none,spearman_boundary,0.325700146663786
4,S0_none,auroc_teacher_close,0.998128
4,S0_none,auroc_student_close,0.9634039999999999
4,S0_none,rmse_score_close,0.4120773759018822
4,S0_none,spearman_close,0.2877297684656523
4,S0_none,auroc_teacher_medium,0.999494
4,S0_none,auroc_student_medium,0.954844
4,S0_none,rmse_score_medium,0.7855281671578903
4,S0_none,spearman_medium,0.4284502116970323
4,S0_none,auroc_teacher_far,0.9999760000000001
4,S0_none,auroc_student_far,0.9931960000000002
4,S0_none,rmse_score_far,1.3304802682007704
4,S0_none,spearman_far,0.32887406941490194
4,S0_none,rmse_score_normals,0.137025818264201
4,S0_none,wall_s,3.128052234649658
4,S1_gaussian,auroc_teacher_boundary,0.982606
4,S1_gaussian,auroc_student_boundary,0.945776
4,S1_gaussian,rmse_score_boundary,0.13932782656442327
4,S1_gaussian,spearman_boundary,0.4155516926958678
4,S1_gaussian,auroc_teacher_close,0.998128
4,S1_gaussian,auroc_student_close,0.981024
4,S1_gaussian,rmse_score_close,0.19129057078882034
4,S1_gaussian,spearman_close,0.10160776434227833
4,S1_gaussian,auroc_teacher_medium,0.999494
4,S1_gaussian,auroc_student_medium,0.9826199999999999
4,S1_gaussian,rmse_score_medium,0.26622900362278495
4,S1_gaussian,spearman_medium,-0.011790458837614913
4,S1_gaussian,auroc_teacher_far,0.9999760000000001
4,S1_gaussian,auroc_student_far,0.989004
4,S1_gaussian,rmse_score_far,0.28027855945521646
4,S1_gaussian,spearman_far,-0.12500344739059097
4,S1_gaussian,rmse_score_normals,0.12214814795552899
4,S1_gaussian,wall_s,7.668058633804321
4,S2_uniform,auroc_teacher_boundary,0.982606
4,S2_uniform,auroc_student_boundary,0.9312919999999999
4,S2_uniform,rmse_score_boundary,0.13576897288746131
4,S2_uniform,spearman_boundary,0.5767383001298776
4,S2_uniform,auroc_teacher_close,0.998128
4,S2_uniform,auroc_student_close,0.972076
4,S2_uniform,rmse_score_close,0.12327109885471516
4,S2_uniform,spearman_close,0.3451839482213864
